web-scraper-order,web-scraper-start-url,Listing,Price,Shipping,Total sold,Revenue,Bids,Date
"1700764028-1187","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR - 128GB - Blau (Ohne Simlock) A2105 (GSM)Apple iPhone XR - 128GB - Blau (Ohne Simlock) A2105 (GSM)","$236.85Auction","$5.710% Free shipping","1","$236.85","4","Nov 27, 2022"
"1700764028-1188","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR (PRODUCT)RED - 128GB - (Ohne Simlock) A2105 (GSM)Apple iPhone XR (PRODUCT)RED - 128GB - (Ohne Simlock) A2105 (GSM)","$223.74Auction","$5.710% Free shipping","1","$223.74","1","Nov 27, 2022"
"1700764028-1189","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR Weiß - 128GB - (Ohne Simlock) A2105 (GSM)Apple iPhone XR Weiß - 128GB - (Ohne Simlock) A2105 (GSM)","$236.82Fixed price","$5.650% Free shipping","1","$236.82","–","Dec 1, 2022"
"1700764028-1190","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR - 128GB - Schwarz (Ohne Simlock) A2105 (GSM)Apple iPhone XR - 128GB - Schwarz (Ohne Simlock) A2105 (GSM)","$210.81Auction","$5.790% Free shipping","1","$210.81","1","Dec 11, 2022"
"1700764028-1191","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR - 128GB - Koralle (Ohne Simlock) A2105 (GSM)Apple iPhone XR - 128GB - Koralle (Ohne Simlock) A2105 (GSM)","$159.71Auction","$5.850% Free shipping","1","$159.71","1","Dec 15, 2022"
"1700764028-1192","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR Weiss- 128GB - (Ohne Simlock) A2105 (GSM) TOP ZustandApple iPhone XR Weiss- 128GB - (Ohne Simlock) A2105 (GSM) TOP Zustand","$239.93Auction","$5.840% Free shipping","1","$239.93","33","Dec 21, 2022"
"1700764028-1193","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR ***Topzustand*** (PRODUCT)RED - 128GB - (Ohne Simlock) A2105Apple iPhone XR ***Topzustand*** (PRODUCT)RED - 128GB - (Ohne Simlock) A2105","$224.67Auction","$5.860% Free shipping","1","$224.67","25","Jan 1, 2023"
"1700764028-1194","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR (PRODUCT)RED - 128GB - (Ohne Simlock) A2105 (GSM)Apple iPhone XR (PRODUCT)RED - 128GB - (Ohne Simlock) A2105 (GSM)","$214.52Auction","$5.860% Free shipping","1","$214.52","22","Jan 2, 2023"
"1700764028-1195","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR - 128GB - Weiß  (Ohne Simlock)    A2105 (GSM)Apple iPhone XR - 128GB - Weiß  (Ohne Simlock)    A2105 (GSM)","$331.91Fixed price","$5.860% Free shipping","1","$331.91","–","Jan 1, 2023"
"1700764028-1196","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR - weiß - 128GB - (Ohne Simlock) A2105 (GSM) - Rücks. beschädigtApple iPhone XR - weiß - 128GB - (Ohne Simlock) A2105 (GSM) - Rücks. beschädigt","$202.50Auction","$6.310% Free shipping","1","$202.50","20","Jan 8, 2023"
"1700764028-1197","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR 128gb schwarzApple iPhone XR 128gb schwarz","$225.82Fixed price","$7.520% Free shipping","1","$225.82","–","Jan 12, 2023"
"1700764028-1198","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageapple iphone xr 128gb schwarzapple iphone xr 128gb schwarz","$175.37Auction","$5.940% Free shipping","1","$175.37","7","Jan 17, 2023"
"1700764028-1199","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageIPhone XR white 128 GB Smartphone - Gebraucht - super Zustand - in OVPIPhone XR white 128 GB Smartphone - Gebraucht - super Zustand - in OVP","$237.20Fixed price","$5.950% Free shipping","1","$237.20","–","Jan 21, 2023"
"1700764028-1200","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR - 128GB - Schwarz (Ohne Simlock) A2105 (GSM)Apple iPhone XR - 128GB - Schwarz (Ohne Simlock) A2105 (GSM)","$265.36Fixed price","$0.00100% Free shipping","1","$265.36","–","Jan 23, 2023"
"1700764028-1201","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR - 128GB - weiß (Ohne Simlock) gebraucht, Akkuleistung 91 %Apple iPhone XR - 128GB - weiß (Ohne Simlock) gebraucht, Akkuleistung 91 %","$217.89Auction","$5.950% Free shipping","1","$217.89","20","Jan 29, 2023"
"1700764028-1202","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR 128GB blauApple iPhone XR 128GB blau","$221.15Auction","$5.950% Free shipping","1","$221.15","4","Jan 30, 2023"
"1700764028-1203","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR (PRODUCT) - 128GB - (Ohne Simlock) Apple iPhone XR (PRODUCT) - 128GB - (Ohne Simlock)","$224.81Auction","$9.220% Free shipping","1","$224.81","5","Feb 1, 2023"
"1700764028-1204","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR - 128GB - Koralle (Ohne Simlock)  gebraucht Aber NeuwertigApple iPhone XR - 128GB - Koralle (Ohne Simlock)  gebraucht Aber Neuwertig","$267.09Auction","$5.960% Free shipping","1","$267.09","37","Feb 5, 2023"
"1700764028-1205","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR A2105 (GSM) - 128GB - (PRODUCT)RED (Ohne Simlock) (Dual-SIM)Apple iPhone XR A2105 (GSM) - 128GB - (PRODUCT)RED (Ohne Simlock) (Dual-SIM)","$178.97Fixed price","$5.920% Free shipping","1","$178.97","–","Mar 28, 2023"
"1700764028-1206","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageGebrauchtes  Apple iPhone XR -128GB Schwarz A2105 in OVPGebrauchtes  Apple iPhone XR -128GB Schwarz A2105 in OVP","$216.22Fixed price","$5.970% Free shipping","1","$216.22","–","May 16, 2023"
"1700764028-1207","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR - 128GB - Ohne Simlock - SchwarzApple iPhone XR - 128GB - Ohne Simlock - Schwarz","$160.15Auction","$6.020% Free shipping","1","$160.15","29","Apr 5, 2023"
"1700764028-1208","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR A2105 (GSM) - 128GB - (PRODUCT)RED, Ohne Simlock, Dual-SIM, OVPApple iPhone XR A2105 (GSM) - 128GB - (PRODUCT)RED, Ohne Simlock, Dual-SIM, OVP","$177.58Fixed price","$5.330% Free shipping","1","$177.58","–","Mar 26, 2023"
"1700764028-1209","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR, 128GB, Weiß, TOP-Zustand, mit OriginalverpackungApple iPhone XR, 128GB, Weiß, TOP-Zustand, mit Originalverpackung","$202.73Auction","$5.960% Free shipping","1","$202.73","3","Apr 1, 2023"
"1700764028-1210","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR A2105 (GSM)- 128GB -Koralle (Ohne Simlock) - inkl. orig. ZubehörApple iPhone XR A2105 (GSM)- 128GB -Koralle (Ohne Simlock) - inkl. orig. Zubehör","$185.56Auction","$6.040% Free shipping","1","$185.56","27","May 8, 2023"
"1700764028-1211","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR A2105 (GSM) - 128GB - (Ohne Simlock) (Dual-SIM)Apple iPhone XR A2105 (GSM) - 128GB - (Ohne Simlock) (Dual-SIM)","$216.64Auction","$5.920% Free shipping","1","$216.64","19","May 24, 2023"
"1700764028-1212","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR- 128GB - (Ohne Simlock) (Dual-SIM)Apple iPhone XR- 128GB - (Ohne Simlock) (Dual-SIM)","$185.09Auction","$5.880% Free shipping","1","$185.09","21","May 30, 2023"
"1700764028-1213","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR A2105 (GSM) - 128GB - BlauApple iPhone XR A2105 (GSM) - 128GB - Blau","$181.99Auction","$5.880% Free shipping","1","$181.99","3","May 28, 2023"
"1700764028-1214","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR A2105 (GSM) - 128GB - (PRODUCT)RED (Ohne Simlock) (Dual-SIM)Apple iPhone XR A2105 (GSM) - 128GB - (PRODUCT)RED (Ohne Simlock) (Dual-SIM)","$212.45Auction","$6.150% Free shipping","1","$212.45","4","Jul 14, 2023"
"1700764028-1215","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR A2105 - 128GB - schwarz Dual-SIM (Ohne Simlock) Apple iPhone XR A2105 - 128GB - schwarz Dual-SIM (Ohne Simlock)","$218.49Auction","$6.030% Free shipping","1","$218.49","1","Aug 2, 2023"
"1700764028-1216","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR A2105 (GSM) - Schwarz 128GB - (Ohne Simlock) (Dual-SIM)Apple iPhone XR A2105 (GSM) - Schwarz 128GB - (Ohne Simlock) (Dual-SIM)","$214.27Auction","$5.850% Free shipping","1","$214.27","9","Sep 22, 2023"
"1700764028-1217","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple IPHONE XR 128GB BLACKApple IPHONE XR 128GB BLACK","$371.96Fixed price","$0.00100% Free shipping","1","$371.96","–","Sep 25, 2023"
"1700764028-1218","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple IPHONE XR 128GB REDApple IPHONE XR 128GB RED","$371.96Fixed price","$0.00100% Free shipping","1","$371.96","–","Sep 25, 2023"
"1700764028-1219","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple IPHONE XR 128GB REDApple IPHONE XR 128GB RED","$366.85Fixed price","$0.00100% Free shipping","1","$366.85","–","Sep 28, 2023"
"1700764028-1220","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple IPHONE XR 128GB BLACKApple IPHONE XR 128GB BLACK","$369.38Fixed price","$0.00100% Free shipping","1","$369.38","–","Sep 27, 2023"
"1700764028-1221","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR A2105 (GSM) - 128GB - Schwarz  (Ohne Simlock) (Dual-SIM)Apple iPhone XR A2105 (GSM) - 128GB - Schwarz  (Ohne Simlock) (Dual-SIM)","$181.05Fixed price","$5.810% Free shipping","1","$181.05","–","Oct 1, 2023"
"1700764028-1222","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+XR&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone XR A2105 (GSM)  - 128GB - Weiß  (ohne Simlock) - Top Zustand !Apple iPhone XR A2105 (GSM)  - 128GB - Weiß  (ohne Simlock) - Top Zustand !","$214.48Auction","$5.980% Free shipping","1","$214.48","29","Nov 18, 2023"
