web-scraper-order,web-scraper-start-url,Listing,Price,Shipping,Total sold,Revenue,Bids,Date
"1700760962-775","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro 128GB Sierrablau Blue Blau 5G 6,1"" A2638 IOS WIE NEUApple iPhone 13 Pro 128GB Sierrablau Blue Blau 5G 6,1"" A2638 IOS WIE NEU","$941.90Fixed price","$0.00100% Free shipping","1","$941.90","–","Sep 28, 2022"
"1700760962-776","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro | MNE23ZD/A | 128GB Handy Smartphone Telefon LTE 5G | TOPApple iPhone 13 Pro | MNE23ZD/A | 128GB Handy Smartphone Telefon LTE 5G | TOP","$857.19Fixed price","$0.00100% Free shipping","1","$857.19","–","Oct 1, 2022"
"1700760962-777","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Silber (Ohne Simlock) - MwSt. - Wie NeuApple iPhone 13 Pro - 128GB - Silber (Ohne Simlock) - MwSt. - Wie Neu","$954.21Fixed price","$0.00100% Free shipping","1","$954.21","–","Jan 7, 2023"
"1700760962-778","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Graphit (Ohne Simlock)Apple iPhone 13 Pro - 128GB - Graphit (Ohne Simlock)","$734.74Fixed price","$4.890% Free shipping","1","$734.74","–","Oct 3, 2022"
"1700760962-779","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Gold (Ohne Simlock)Apple iPhone 13 Pro - 128GB - Gold (Ohne Simlock)","$769.03Auction","$5.380% Free shipping","1","$769.03","15","Oct 22, 2022"
"1700760962-780","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Graphit (Ohne Simlock)Apple iPhone 13 Pro - 128GB - Graphit (Ohne Simlock)","$731.51Fixed price","$4.880% Free shipping","1","$731.51","–","Oct 16, 2022"
"1700760962-781","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Graphit (Ohne Simlock)Apple iPhone 13 Pro - 128GB - Graphit (Ohne Simlock)","$954.61Fixed price","$0.00100% Free shipping","1","$954.61","–","Oct 27, 2022"
"1700760962-782","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Sierrablau (Ohne Simlock) Sehr guter ZustandApple iPhone 13 Pro - 128GB - Sierrablau (Ohne Simlock) Sehr guter Zustand","$837.60Auction","$0.00100% Free shipping","1","$837.60","9","Oct 23, 2022"
"1700760962-783","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Graphit (Ohne Simlock)Apple iPhone 13 Pro - 128GB - Graphit (Ohne Simlock)","$837.60Fixed price","$0.00100% Free shipping","1","$837.60","–","Oct 23, 2022"
"1700760962-784","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro | MLVD3ZD/A | 128GB Handy Smartphone Telefon Mobile LTE 5G  Apple iPhone 13 Pro | MLVD3ZD/A | 128GB Handy Smartphone Telefon Mobile LTE 5G","$763.15Fixed price","$0.00100% Free shipping","1","$763.15","–","Oct 22, 2022"
"1700760962-785","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Sierrablau (Ohne Simlock)Apple iPhone 13 Pro - 128GB - Sierrablau (Ohne Simlock)","$816.38Auction","$7.420% Free shipping","1","$816.38","5","Nov 5, 2022"
"1700760962-786","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Silber (Ohne Simlock) AKKU 94%Apple iPhone 13 Pro - 128GB - Silber (Ohne Simlock) AKKU 94%","$800.96Auction","$9.000% Free shipping","1","$800.96","38","Nov 8, 2022"
"1700760962-787","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Graphit (Ohne Simlock)Apple iPhone 13 Pro - 128GB - Graphit (Ohne Simlock)","$816.38Fixed price","$5.430% Free shipping","1","$816.38","–","Nov 7, 2022"
"1700760962-788","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Sierrablau (Ohne Simlock) A2638 (GSM)Apple iPhone 13 Pro - 128GB - Sierrablau (Ohne Simlock) A2638 (GSM)","$859.38Fixed price","$5.690% Free shipping","1","$859.38","–","Nov 16, 2022"
"1700760962-789","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - SierrablauApple iPhone 13 Pro - 128GB - Sierrablau","$936.49Fixed price","$5.710% Free shipping","1","$936.49","–","Nov 17, 2022"
"1700760962-790","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageiPhone 13 Pro wie neu OVP AppleCare+ bis 27.09.23, inkl. RechnungiPhone 13 Pro wie neu OVP AppleCare+ bis 27.09.23, inkl. Rechnung","$987.86Fixed price","$5.710% Free shipping","1","$987.86","–","Nov 25, 2022"
"1700760962-791","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro  - 128GB - Sierrablau (Ohne Simlock) perfekter Zustand !!!!Apple iPhone 13 Pro  - 128GB - Sierrablau (Ohne Simlock) perfekter Zustand !!!!","$972.48Fixed price","$9.220% Free shipping","1","$972.48","–","Nov 30, 2022"
"1700760962-792","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro  - 128GB - Alpin Grün (Ohne Simlock) perfekter Zustand !!!!Apple iPhone 13 Pro  - 128GB - Alpin Grün (Ohne Simlock) perfekter Zustand !!!!","$993.94Fixed price","$9.320% Free shipping","1","$993.94","–","Dec 3, 2022"
"1700760962-793","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Graphit (Ohne Simlock)Apple iPhone 13 Pro - 128GB - Graphit (Ohne Simlock)","$911.75Auction","$0.00100% Free shipping","1","$911.75","23","Dec 11, 2022"
"1700760962-794","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro 128GB Alpingrün (Ohne Simlock)-Originalverpack+RE 19.03.22Apple iPhone 13 Pro 128GB Alpingrün (Ohne Simlock)-Originalverpack+RE 19.03.22","$904.37Auction","$8.380% Free shipping","1","$904.37","6","Dec 12, 2022"
"1700760962-795","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Sierrablau (Ohne Simlock) A2638 (GSM)Apple iPhone 13 Pro - 128GB - Sierrablau (Ohne Simlock) A2638 (GSM)","$901.21Auction","$0.00100% Free shipping","1","$901.21","46","Dec 11, 2022"
"1700760962-796","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Graphit (Ohne Simlock)Apple iPhone 13 Pro - 128GB - Graphit (Ohne Simlock)","$819.91Auction","$5.810% Free shipping","1","$819.91","20","Dec 20, 2022"
"1700760962-797","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro  - 128GB - Alpin Grün (Ohne Simlock) neuwertiger Zustand !!!Apple iPhone 13 Pro  - 128GB - Alpin Grün (Ohne Simlock) neuwertiger Zustand !!!","$904.23Fixed price","$9.480% Free shipping","1","$904.23","–","Dec 16, 2022"
"1700760962-798","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro 128GB Silber Silver 5G 6,1"" IOS Smartphone NEU OVPApple iPhone 13 Pro 128GB Silber Silver 5G 6,1"" IOS Smartphone NEU OVP","$1,233.12Fixed price","$0.00100% Free shipping","1","$1,233.12","–","Dec 21, 2022"
"1700760962-799","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Sierra Blau (Ohne Simlock)Apple iPhone 13 Pro - 128GB - Sierra Blau (Ohne Simlock)","$794.59Auction","$5.360% Free shipping","1","$794.59","23","Jan 17, 2023"
"1700760962-800","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - IOS 16.1.2 - Graphit (Ohne Simlock) Wie NeuApple iPhone 13 Pro - IOS 16.1.2 - Graphit (Ohne Simlock) Wie Neu","$963.72Fixed price","$5.950% Free shipping","1","$963.72","–","Jan 28, 2023"
"1700760962-801","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Silber (Ohne Simlock)Apple iPhone 13 Pro - 128GB - Silber (Ohne Simlock)","$867.23Fixed price","$0.00100% Free shipping","1","$867.23","–","Jan 27, 2023"
"1700760962-802","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Silber (Ohne Simlock)Apple iPhone 13 Pro - 128GB - Silber (Ohne Simlock)","$935.41Auction","$6.010% Free shipping","1","$935.41","21","Feb 3, 2023"
"1700760962-803","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Sierrablau (Ohne Simlock) A2638 (GSM)Apple iPhone 13 Pro - 128GB - Sierrablau (Ohne Simlock) A2638 (GSM)","$835.22Auction","$5.910% Free shipping","1","$835.22","24","Feb 10, 2023"
"1700760962-804","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Sierrablau (T-Mobile)Apple iPhone 13 Pro - 128GB - Sierrablau (T-Mobile)","$637.68Fixed price","$5.830% Free shipping","1","$637.68","–","Feb 23, 2023"
"1700760962-805","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Graphite (Ohne Simlock) (Dual-SIM)Apple iPhone 13 Pro - 128GB - Graphite (Ohne Simlock) (Dual-SIM)","$853.10Auction","$5.300% Free shipping","1","$853.10","45","Mar 5, 2023"
"1700760962-806","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - SilberApple iPhone 13 Pro - 128GB - Silber","$734.55Fixed price","$0.00100% Free shipping","1","$734.55","–","Mar 10, 2023"
"1700760962-807","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Sierrablau - Ohne SIMLOCKApple iPhone 13 Pro - 128GB - Sierrablau - Ohne SIMLOCK","$733.16Auction","$5.870% Free shipping","1","$733.16","15","Mar 12, 2023"
"1700760962-808","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Super ZustandApple iPhone 13 Pro - 128GB - Super Zustand","$794.21Fixed price","$5.890% Free shipping","1","$794.21","–","Mar 14, 2023"
"1700760962-809","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro - 128GB - Sierra Blue (Ohne Simlock) (Dual-SIM)Apple iPhone 13 Pro - 128GB - Sierra Blue (Ohne Simlock) (Dual-SIM)","$745.19Auction","$5.840% Free shipping","1","$745.19","19","Mar 20, 2023"
"1700760962-810","https://www.ebay.com/sh/research?marketplace=EBAY-DE&keywords=iphone&dayRange=1095&endDate=1700763106554&startDate=1606155106554&categoryId=9355&minPrice=150&maxPrice=2000&aspect=Marke%3A%3A%3AApple&aspect=Modell%3A%3A%3AApple+iPhone+13+Pro&aspect=Speicherkapazit%C3%A4t%3A%3A%3A128+GB&aspect=Betriebssystem%3A%3A%3AiOS&buyerCountry=BuyerLocation%3A%3A%3ADE&offset=0&limit=50&tabName=SOLD&tz=Europe%2FBerlin",", preview full size imageApple iPhone 13 Pro 128GB Gold 5G 6,1"" A2638 IOS Smartphone NEU OVPApple iPhone 13 Pro 128GB Gold 5G 6,1"" A2638 IOS Smartphone NEU OVP","$1,087.76Fixed price","$0.00100% Free shipping","1","$1,087.76","–","Apr 4, 2023"
